newScore,-771,10000
oldScore,-771,9970.0
newScore,-765,9940.09
newScore,-738,9910.26973
newScore,-700,9880.53892081
oldScore,-700,9850.89730404757
oldScore,-700,9821.344612135428
newScore,-830,9791.880578299022
oldScore,-830,9762.504936564124
oldScore,-830,9733.217421754433
newScore,-810,9704.01776948917
oldScore,-810,9674.905716180703
oldScore,-810,9645.88099903216
oldScore,-810,9616.943356035064
oldScore,-810,9588.092525966958
newScore,-760,9559.328248389058
newScore,-750,9530.65026364389
newScore,-740,9502.05831285296
oldScore,-740,9473.552137914401
newScore,-717,9445.131481500657
newScore,-665,9416.796087056155
oldScore,-665,9388.545698794986
oldScore,-665,9360.380061698601
oldScore,-665,9332.298921513506
oldScore,-665,9304.302024748966
newScore,-645,9276.389118674719
oldScore,-645,9248.559951318695
oldScore,-645,9220.814271464738
oldScore,-645,9193.151828650343
newScore,-598,9165.572373164392
oldScore,-598,9138.075656044899
oldScore,-598,9110.661429076765
newScore,-548,9083.329444789535
newScore,-504,9056.079456455167
oldScore,-504,9028.911218085801
oldScore,-504,9001.824484431543
oldScore,-504,8974.819010978248
oldScore,-504,8947.894553945313
oldScore,-504,8921.050870283476
oldScore,-504,8894.287717672625
newScore,-464,8867.604854519608
newScore,-460,8841.002039956049
oldScore,-460,8814.47903383618
newScore,-452,8788.035596734671
oldScore,-452,8761.671489944467
oldScore,-452,8735.386475474634
newScore,-436,8709.18031604821
oldScore,-436,8683.052775100066
newScore,-344,8657.003616774766
oldScore,-344,8631.032605924442
oldScore,-344,8605.139508106668
oldScore,-344,8579.324089582347
oldScore,-344,8553.5861173136
oldScore,-344,8527.925358961658
oldScore,-344,8502.341582884774
oldScore,-344,8476.834558136119
newScore,-336,8451.404054461711
oldScore,-336,8426.049842298326
oldScore,-336,8400.77169277143
oldScore,-336,8375.569377693117
oldScore,-336,8350.442669560038
oldScore,-336,8325.391341551358
oldScore,-336,8300.415167526704
oldScore,-336,8275.513922024124
oldScore,-336,8250.68738025805
oldScore,-336,8225.935318117276
newScore,-334,8201.257512162923
oldScore,-334,8176.653739626435
newScore,-308,8152.123778407556
oldScore,-308,8127.667407072333
newScore,-302,8103.284404851116
oldScore,-302,8078.974551636563
oldScore,-302,8054.7376279816535
oldScore,-302,8030.573415097709
oldScore,-302,8006.481694852416
oldScore,-302,7982.462249767858
oldScore,-302,7958.514863018555
oldScore,-302,7934.639318429499
newScore,-294,7910.8354004742105
oldScore,-294,7887.102894272788
oldScore,-294,7863.44158558997
oldScore,-294,7839.851260833199
oldScore,-294,7816.3317070507
oldScore,-294,7792.882711929548
oldScore,-294,7769.50406379376
oldScore,-294,7746.195551602379
oldScore,-294,7722.956964947572
oldScore,-294,7699.788094052728
newScore,-292,7676.68872977057
oldScore,-292,7653.658663581258
oldScore,-292,7630.697687590515
oldScore,-292,7607.805594527743
oldScore,-292,7584.982177744159
oldScore,-292,7562.227231210927
oldScore,-292,7539.5405495172945
oldScore,-292,7516.921927868742
oldScore,-292,7494.371162085136
oldScore,-292,7471.888048598881
newScore,-276,7449.4723844530845
oldScore,-276,7427.123967299725
oldScore,-276,7404.842595397826
oldScore,-276,7382.628067611632
oldScore,-276,7360.4801834087975
oldScore,-276,7338.3987428585715
oldScore,-276,7316.383546629996
oldScore,-276,7294.434395990106
oldScore,-276,7272.551092802136
oldScore,-276,7250.733439523729
newScore,-274,7228.981239205158
oldScore,-274,7207.2942954875425
newScore,-139,7185.6724126010795
newScore,-105,7164.115395363277
oldScore,-105,7142.623049177187
oldScore,-105,7121.195180029655
oldScore,-105,7099.831594489566
newScore,-91,7078.532099706097
oldScore,-91,7057.296503406978
oldScore,-91,7036.124613896757
newScore,-83,7015.016240055067
newScore,-65,6993.971191334902
newScore,-56,6972.9892777608975
newScore,-38,6952.070309927615
oldScore,-38,6931.2140989978325
oldScore,-38,6910.420456700839
oldScore,-38,6889.689195330737
oldScore,-38,6869.020127744745
oldScore,-38,6848.413067361511
oldScore,-38,6827.867828159427
oldScore,-38,6807.384224674948
oldScore,-38,6786.962072000923
oldScore,-38,6766.601185784921
oldScore,-38,6746.301382227566
oldScore,-38,6726.062478080883
oldScore,-38,6705.884290646641
oldScore,-38,6685.766637774701
oldScore,-38,6665.709337861377
newScore,-22,6645.712209847793
newScore,-16,6625.775073218249
oldScore,-16,6605.897747998594
newScore,-14,6586.080054754599
oldScore,-14,6566.321814590335
oldScore,-14,6546.622849146564
oldScore,-14,6526.982980599124
oldScore,-14,6507.402031657327
newScore,-10,6487.879825562355
oldScore,-10,6468.416186085668
oldScore,-10,6449.010937527411
oldScore,-10,6429.663904714829
oldScore,-10,6410.3749130006845
oldScore,-10,6391.143788261683
newScore,2,6371.970356896898
oldScore,2,6352.854445826208
oldScore,2,6333.795882488729
oldScore,2,6314.794494841263
oldScore,2,6295.850111356739
oldScore,2,6276.9625610226685
oldScore,2,6258.131673339601
oldScore,2,6239.357278319581
oldScore,2,6220.639206484622
oldScore,2,6201.977288865169
oldScore,2,6183.371356998573
oldScore,2,6164.821242927577
oldScore,2,6146.326779198795
newScore,4,6127.8877988611985
oldScore,4,6109.504135464615
newScore,12,6091.1756230582205
oldScore,12,6072.902096189046
newScore,21,6054.683389900479
oldScore,21,6036.519339730778
newScore,35,6018.409781711585
oldScore,35,6000.354552366451
oldScore,35,5982.353488709351
oldScore,35,5964.406428243223
oldScore,35,5946.513208958493
newScore,41,5928.673669331618
oldScore,41,5910.887648323623
oldScore,41,5893.154985378652
oldScore,41,5875.475520422516
newScore,42,5857.849093861249
newScore,67,5840.2755465796645
oldScore,67,5822.754719939925
oldScore,67,5805.286455780105
newScore,69,5787.870596412765
oldScore,69,5770.5069846235265
newScore,73,5753.1954636696555
oldScore,73,5735.935877278646
oldScore,73,5718.728069646811
newScore,79,5701.57188543787
oldScore,79,5684.467169781557
oldScore,79,5667.413768272212
oldScore,79,5650.411526967396
oldScore,79,5633.460292386493
oldScore,79,5616.559911509334
oldScore,79,5599.710231774806
oldScore,79,5582.911101079481
oldScore,79,5566.162367776243
oldScore,79,5549.463880672914
oldScore,79,5532.815489030895
oldScore,79,5516.217042563802
oldScore,79,5499.668391436111
oldScore,79,5483.169386261803
newScore,19,5466.719878103017
oldScore,19,5450.319718468709
oldScore,19,5433.968759313303
newScore,42,5417.666853035363
newScore,48,5401.413852476257
oldScore,48,5385.209610918828
oldScore,48,5369.053982086071
newScore,65,5352.946820139813
newScore,77,5336.8879796793935
oldScore,77,5320.877315740356
oldScore,77,5304.914683793135
oldScore,77,5288.999939741755
newScore,83,5273.13293992253
newScore,87,5257.313541102762
newScore,121,5241.541600479454
oldScore,121,5225.816975678016
oldScore,121,5210.139524750982
oldScore,121,5194.509106176729
oldScore,121,5178.925578858199
oldScore,121,5163.388802121624
oldScore,121,5147.89863571526
oldScore,121,5132.454939808114
oldScore,121,5117.05757498869
oldScore,121,5101.706402263724
oldScore,121,5086.401283056933
oldScore,121,5071.1420792077615
oldScore,121,5055.9286529701385
oldScore,121,5040.760867011228
oldScore,121,5025.638584410194
oldScore,121,5010.561668656964
oldScore,121,4995.529983650993
oldScore,121,4980.54339370004
oldScore,121,4965.60176351894
oldScore,121,4950.7049582283835
oldScore,121,4935.8528433536985
oldScore,121,4921.045284823637
oldScore,121,4906.282148969166
newScore,171,4891.563302522259
newScore,173,4876.888612614692
oldScore,173,4862.257946776847
newScore,205,4847.671172936517
newScore,216,4833.128159417707
oldScore,216,4818.628774939454
oldScore,216,4804.172888614636
oldScore,216,4789.760369948792
newScore,264,4775.3910888389455
oldScore,264,4761.064915572429
newScore,276,4746.781720825711
oldScore,276,4732.541375663234
oldScore,276,4718.343751536245
oldScore,276,4704.188720281636
oldScore,276,4690.076154120791
oldScore,276,4676.005925658429
oldScore,276,4661.977907881454
oldScore,276,4647.99197415781
oldScore,276,4634.047998235336
newScore,296,4620.14585424063
oldScore,296,4606.285416677908
newScore,321,4592.466560427874
oldScore,321,4578.6891607465905
oldScore,321,4564.953093264351
oldScore,321,4551.258233984558
oldScore,321,4537.604459282604
oldScore,321,4523.991645904756
oldScore,321,4510.419670967042
oldScore,321,4496.888411954141
newScore,357,4483.3977467182785
newScore,363,4469.947553478124
oldScore,363,4456.53771081769
oldScore,363,4443.168097685237
newScore,365,4429.838593392181
oldScore,365,4416.549077612004
