-639;100;0,571996133
-639;99,99;0,502500229
-639;99,980001;0,5
-637;99,970003;0,505001333
-637;99,960006;0,522493809
-614;99,95001;0,557276236
-614;99,940015;0,53496385
-614;99,930021;0,489994333
-592;99,92002799;0,554822726
-592;99,91003599;0,525001642
-592;99,90004499;0,406035199
-592;99,89005498;0,492492309
-581;99,88006598;0,527505226
-562;99,87007797;0,547418856
-588;99,86009096;0,435274164
-588;99,85010495;0,547428285
-588;99,84011994;0,489985326
-588;99,83013593;0,527518955
-588;99,82015292;0,460013507
-556;99,8101709;0,579472568
-556;99,80018989;0,282547117
-556;99,79020987;0,413204001
-556;99,78023085;0,489979317
-556;99,77025282;0,542495103
-556;99,7602758;0,525039112
-556;99,75029977;0,482463389
-556;99,74032474;0,5
-581;99,73035071;0,437657133
-581;99,72037767;0,584422092
-581;99,71040563;0,452505666
-581;99,70043459;0,484959469
-581;99,69046455;0,549987699
-581;99,6804955;0,432694646
-595;99,67052745;0,464941925
-595;99,6605604;0,396174494
-604;99,65059435;0,477436443
-604;99,64062929;0,396154329
-604;99,63066522;0,492472766
-604;99,62070216;0,5
-604;99,61074009;0,5
-603;99,60077901;0,502509999
-603;99,59081894;0,35838445
-573;99,58085985;0,574751168
-568;99,57090177;0,512551231
-532;99,56094468;0,589424685
-532;99,55098858;0,510043752
-534;99,54103348;0,494977115
-561;99,53107938;0,432594835
-553;99,52112627;0,520085421
-553;99,51117416;0,564950228
-553;99,50122304;0,474895808
-588;99,49127292;0,412948503
-565;99,48132379;0,557543698
-565;99,47137566;0,489948211
-565;99,46142852;0,522606412
-572;99,45148238;0,482410741
-572;99,44153723;0,535138539
-572;99,43159308;0,48994419
-552;99,42164992;0,550121949
-552;99,41170775;0,405584643
-552;99,40176658;0,432508215
-552;99,39182641;0,5
-552;99,38188722;0,427562355
-544;99,37194903;0,520115541
-618;99,36201184;0,321966013
-624;99,35207564;0,484906764
-624;99,34214043;0,515094744
-611;99,33220622;0,532671872
-614;99,322273;0,492449398
-614;99,31234077;0,515099271
-645;99,30240954;0,422583271
-645;99,29247929;0,507552868
-639;99,28255005;0,515103799
-639;99,27262179;0,398192013
-639;99,26269453;0,487409814
-639;99,25276826;0,555188299
-639;99,24284298;0,505037976
-639;99,2329187;0,346407109
-639;99,22299541;0,344114502
-637;99,21307311;0,505039488
-603;99,2031518;0,584853774
-603;99,19323148;0,5
-603;99,18331216;0,344056258
-655;99,17339383;0,371839318
-651;99,16347649;0,510082991
-632;99,15356014;0,547759441
-632;99,14364479;0,545264422
-632;99,13373042;0,452231064
-632;99,12381705;0,547773684
-632;99,11390467;0,449723474
-632;99,10399328;0,502522581
-632;99,09408288;0,419962962
-635;99,08417347;0,492431256
-663;99,07426505;0,429812478
-663;99,06435763;0,552798283
-663;99,05445119;0,507571014
-654;99,04454575;0,522701433
-652;99,03464129;0,505048567
-650;99,02473783;0,505049072
-650;99,01483535;0,520188012
-650;99,00493387;0,437205143
-650;98,99503338;0,637766904
-650;98,98513387;0,452159792
-650;98,97523536;0,507577073
-650;98,96533784;0,467207359
-650;98,9554413;0,505052607
-642;98,94554576;0,520202134
-648;98,9356512;0,484843275
-694;98,92575764;0,385801501
-702;98,91586506;0,479791811
-703;98,90597348;0,497472368
-691;98,89608288;0,530297708
-693;98,88619327;0,494943855
-734;98,87630465;0,397795386
-734;98,86641702;0,590039263
-702;98,85653038;0,580226053
-713;98,84664473;0,472207802
-713;98,83676006;0,392918509
-713;98,82687638;0,405039412
-713;98,8169937;0,502529908
-716;98,807112;0,492410036
-703;98,79723129;0,532848278
-703;98,78735156;0,392866606
-706;98,77747283;0,492407759
-709;98,76759508;0,492407
-709;98,75771832;0,512654536
-709;98,74784255;0,250923166
-709;98,73796777;0,56046947
-709;98,72809397;0,409837338
-709;98,71822116;0,5
-713;98,70834934;0,489870531
-713;98,6984785;0,512662128
-684;98,68860865;0,572939288
-695;98,67873979;0,472160611
-691;98,66887192;0,510133521
-700;98,65900503;0,477209977
-688;98,64913913;0,530373364
-670;98,63927422;0,545494596
-670;98,62941029;0,462052002
-670;98,61954735;0,558042027
-670;98,60968539;0,383049018
-670;98,59982443;0,469611482
-670;98,58996444;0,459516733
-692;98,58010545;0,44443822
-692;98,57024744;0,469602386
-682;98,56039041;0,525343422
-682;98,55053437;0,494926635
-682;98,54067932;0,555583827
-658;98,53082525;0,560595348
-658;98,52097217;0,399870451
-658;98,51112007;0,479708874
-658;98,50126896;0,336217942
-630;98,49141883;0,570597347
-630;98,48156969;0,467046739
-630;98,47172153;0,522833307
-609;98,46187436;0,553118924
-596;98,45202817;0,532963121
-596;98,44218297;0,44687053
-596;98,43233875;0,469559903
-601;98,42249552;0,487302382
-601;98,41265327;0,5
-601;98,402812;0,487299843
-601;98,39297172;0,525386471
-601;98,38313243;0,543091298
-601;98,37329411;0,52792565
-624;98,36345678;0,441808226
-622;98,35362044;0,505083522
-622;98,34378508;0,532999296
-622;98,3339507;0,5
-622;98,3241173;0,543117033
-569;98,31428489;0,631600117
-569;98,30445346;0,5
-561;98,29462302;0,520335769
-566;98,28479355;0,4872846
-568;98,27496508;0,49491241
-542;98,26513758;0,565764347
-542;98,25531106;0,487280786
-542;98,24548553;0,358891331
-545;98,23566099;0,492365891
-545;98,22583742;0,474570408
-539;98,21601484;0,51526771
-539;98,20619323;0,5
-539;98,19637261;0,505091662
-533;98,18655298;0,515272289
-533;98,17673432;0,459347087
-536;98,16691665;0,492360546
-541;98,15709996;0,487268065
-541;98,14728425;0,459334943
-617;98,13746952;0,31552291
-596;98,12765577;0,553298474
-596;98,11784301;0,517828135
-596;98,10803122;0,5
-594;98,09822042;0,505096756
-594;98,0884106;0,204904272
-587;98,07860176;0,517835262
-587;98,0687939;0,563387868
-587;98,05898702;0,474527214
-612;98,04918112;0,436599589
-681;98,0393762;0,330970513
-681;98,02957226;0,489800412
-704;98,0197693;0,441606045
-704;98,00996733;0,51275104
-704;98,00016633;0,43656822
-704;97,99036631;0,555893385
-704;97,98056728;0,558417105
-711;97,97076922;0,482145124
-771;97,96097214;0,351491674
-771;97,95117605;0,530589254
-747;97,94138093;0,560956418
-781;97,93158679;0,414066154
-801;97,92179363;0,449115611
-815;97,91200145;0,464314394
-815;97,90221025;0,469395485
-815;97,89242003;0,360762422
-762;97,88263079;0,632153104
-771;97,87284253;0,477027173
-781;97,86305524;0,474476303
-781;97,85326894;0,5
-781;97,84348361;0,561016801
-781;97,83369926;0,507665469
-781;97,82391589;0,571072576
-728;97,8141335;0,632241272
-750;97,80435209;0,444001201
-691;97,79457165;0,646412181
-744;97,78479219;0,367720926
-744;97,77501372;0,408977915
-744;97,76523621;0,566096697
-717;97,75545969;0,568614213
-717;97,74568414;0,530653402
-718;97,73590958;0,497442109
-720;97,72613598;0,49488384
-720;97,71636337;0,48465427
-720;97,70659173;0,51790311
-720;97,69682108;0,344150541
-682;97,68705139;0,596041298
-642;97,67728269;0,600970812
-642;97,66751496;0,497440318
-642;97,65774821;0,5
-621;97,64798243;0,553558288
-621;97,63821764;0,5
-621;97,62845381;0,256304934
